"code","iso","country","AGSUB.1955","AGSUB.1956","AGSUB.1957","AGSUB.1958","AGSUB.1959","AGSUB.1960","AGSUB.1961","AGSUB.1962","AGSUB.1963","AGSUB.1964","AGSUB.1965","AGSUB.1966","AGSUB.1967","AGSUB.1968","AGSUB.1969","AGSUB.1970","AGSUB.1971","AGSUB.1972","AGSUB.1973","AGSUB.1974","AGSUB.1975","AGSUB.1976","AGSUB.1977","AGSUB.1978","AGSUB.1979","AGSUB.1980","AGSUB.1981","AGSUB.1982","AGSUB.1983","AGSUB.1984","AGSUB.1985","AGSUB.1986","AGSUB.1987","AGSUB.1988","AGSUB.1989","AGSUB.1990","AGSUB.1991","AGSUB.1992","AGSUB.1993","AGSUB.1994","AGSUB.1995","AGSUB.1996","AGSUB.1997","AGSUB.1998","AGSUB.1999","AGSUB.2000","AGSUB.2001","AGSUB.2002","AGSUB.2003","AGSUB.2004","AGSUB.2005","AGSUB.2006","AGSUB.2007","AGSUB.2008","AGSUB.2009","AGSUB.2010","AGSUB.2011"
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",NA,NA,NA,NA,NA,NA,-0.1178428,-0.0890776,-0.0952188,-0.0686028,-0.0636897,-0.0698736,-0.0532766,-0.0305096,-0.1433814,-0.1362726,-0.149477,-0.1769358,-0.2963979,-0.3624752,-0.2400571,-0.1959133,-0.1560496,-0.2706016,-0.2743553,-0.295696,-0.3687415,-0.0306619,-0.1092359,-0.2193998,-0.1038598,0.0474811,0.2061002,0.1013444,-0.0156085,0.0501989,0.040959,0.1367474,0.2259973,-0.1724765,-0.0749018,-0.0467829,-0.0747398,-0.0115486,-0.0978632,-0.1603351,-0.1485729,-0.0436665,0.0050081,-0.0279419,0.1596704,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3012099,0.3527439,0.2950411,0.1682382,0.0693914,0.1908621,0.4261327,0.3629086,0.3502122,0.2012655,0.2970055,0.3507442,0.344796,0.2517361,0.2131143,0.1227644,0.0766428,0.0850779,0.0650318,0.0462501
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6768072,0.6011465,0.613337,0.6550632,0.5090663,0.6311287,0.9538611,1.055542,0.7645743,0.712048,0.7950889,0.920099,0.5137406,0.4190169,0.3520865,0.1858054,0.1272412,0.1419936,0.0878524,0.0662143
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",NA,NA,0.293131,NA,NA,NA,0.0208608,0.1010828,0.0360128,0.0055373,0.0261072,0.0810212,0.0940266,0.1491008,0.118693,0.0307096,0.0483256,0.0790632,-0.0251673,-0.1695103,-0.0609973,-0.0078037,0.1001498,0.1037375,0.0563088,0.1309884,0.2255789,0.3274061,0.3268941,0.134616,-0.0344609,0.1490751,0.3029394,0.1191997,0.0480088,0.0955818,0.103254,0.054132,0.0732893,0.2130743,0.1282359,0.0896627,0.1375247,-0.052346,-0.0157551,0.0519524,-0.0670934,-0.0432779,0.0381913,0.0170532,0.1289859,0.0530308,0.0342089,0.0240251,0.00337,0.0043799,NA
410,"KOR","South Korea",-0.2831113,-0.0168302,0.1714804,0.0216059,-0.0519056,0.0055668,-0.2666346,-0.2321662,0.2695801,0.421641,0.1262976,0.0591728,0.0770329,0.1542103,0.2541929,0.4795055,0.6116811,0.716786,0.1845928,-0.2064742,0.1043795,0.4760807,0.5929443,0.6577983,0.9879286,0.8001599,0.9032463,0.9673106,0.9352615,0.8972039,1.014287,1.26936,1.2648,1.407355,1.449225,1.605071,1.507931,1.489842,1.613705,1.776071,1.576057,1.243873,1.369478,1.111658,1.550407,1.378942,1.270772,1.387014,1.458051,1.587558,1.084837,1.138717,0.9788895,0.5768707,0.7379483,0.5225837,0.7412414
724,"ESP","Spain",NA,0.0822645,0.1195125,0.1559527,0.1581743,0.1860443,0.2000117,0.184614,0.0889053,0.0264978,0.0944632,0.081167,0.0771836,0.170706,0.1535815,0.0551624,0.1313588,0.0054995,-0.1390411,-0.1737039,-0.0042205,-0.0214804,-0.0782579,-0.0597688,-0.0568813,-0.1525069,-0.116158,-0.0195808,0.1378844,0.1269319,0.2280216,0.7837632,0.7935618,0.6380332,0.3730469,0.4445762,0.5576841,0.4304248,0.4693636,0.4176024,0.3550282,0.2452448,0.2574983,0.3447011,0.4099918,0.2509396,0.2474351,0.2676216,0.2886908,0.2633189,0.1664256,0.1516052,0.1225328,0.1019376,0.095371,0.0753824,0.0510223
144,"LKA","Sri Lanka",-0.0710917,-0.0103289,-0.0134163,0.0171454,-0.0374379,-0.1271683,-0.1774134,-0.2551911,-0.2658195,-0.3120206,-0.3186884,-0.3722828,-0.2619797,-0.1652884,-0.1060826,-0.1479594,-0.0944436,-0.2410147,-0.0381109,-0.2947705,-0.2494997,-0.2877548,-0.0537996,-0.3088678,-0.3741387,-0.255395,-0.1117837,-0.0773446,-0.1072627,-0.1251268,-0.0429487,0.0637308,-0.059171,-0.2891047,-0.1695163,-0.1270875,-0.0739506,-0.0446044,0.0838468,0.0999969,0.1089046,0.0287149,0.139112,0.1551091,0.1784007,0.1122405,0.1921452,0.168669,0.036775,-0.0167576,0.0021283,-0.1002985,-0.0362517,-0.1403452,-0.0722777,-0.148839,NA
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,"SDN","Sudan",-0.1265377,-0.0921018,-0.0935386,-0.1234795,-0.15117,-0.1710557,-0.1662717,-0.1668103,-0.2087105,-0.305239,-0.2694981,-0.2836196,-0.346217,-0.3161353,-0.3743279,-0.4266585,-0.4182816,-0.3798313,-0.4593126,-0.4879012,-0.3501314,-0.2299638,-0.2375991,-0.1521021,-0.2467463,-0.3201857,-0.1838218,-0.3550352,-0.3372663,-0.2684447,-0.2518427,-0.3894725,-0.3813709,-0.2744658,-0.4727494,-0.2089728,-0.2630772,-0.6944379,-0.6910676,-0.5319983,-0.3159239,-0.4428092,-0.2528727,-0.1896189,-0.0253118,-0.0550697,-0.2646952,-0.0794882,-0.1222841,-0.0750054,0.4738769,-0.4408529,0.1615212,0.222195,0.0980223,-0.0024265,NA
740,"SUR","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Swaziland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"SWE","Sweden",NA,0.6754991,0.9025943,0.8740097,1.009326,0.8453277,1.165059,1.357725,1.238173,1.061553,1.15292,1.186063,1.150989,1.287407,1.225524,0.9830898,1.073487,0.864271,0.5505956,0.3895436,0.6660928,0.7506874,0.8139168,0.9880165,1.030195,0.6605487,0.7399537,0.8178607,0.9416473,0.7775196,0.8227895,1.083483,1.097152,0.817318,0.6791238,0.9148329,1.127763,0.946386,0.7454357,0.6465464,0.3973873,0.3503796,0.3960867,0.5755184,0.6999971,0.4340397,0.3454673,0.430987,0.4439892,0.3900901,0.2421024,0.2110436,0.1059196,0.0911336,0.098532,0.0681612,0.0511341
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.839891,2.448855,2.10244,2.288095,2.810984,2.890452,3.040225,3.929261,4.15068,4.180066,2.171525,3.320252,3.295232,2.090408,2.800363,2.740583,1.767144,1.950641,1.949309,2.141916,2.228661,1.856689,1.554366,1.859499,1.595272,1.365861,1.329543,0.9761721,0.4810579,0.6463255,0.7426704,0.522881,0.5326183
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999,"TWN","Taiwan",-0.2234859,-0.0331962,0.0028233,-0.2009641,-0.1431621,-0.0132522,0.0403818,0.0096275,0.0807853,0.061565,0.0737296,0.0526718,0.0076339,0.0100799,0.0067996,0.0985231,0.1369921,0.1559419,0.0715852,0.0001044,0.0736982,0.1027668,0.0660328,0.0423057,0.0687643,0.1191783,0.1096774,0.1446202,0.1872132,0.1849603,0.1982981,0.2314545,0.2632172,0.2834642,0.3791345,1.21,0.93,1.15,1.26,1.4,1.31,1.26,1.13,1.28,2.12,2.02,1.69,1.64,1.27,1.43,0.51,0.49,0.47,0.3,0.45,0.52,0.23
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3589508,-0.4462602,-0.4018275,-0.4649048,-0.5682348,-0.5180693,-0.4629907,-0.6351891,-0.629594,-0.3465522,-0.513031,-0.4671253,-0.4957344,-0.4437916,-0.5015374,-0.4355238,-0.1704822,-0.0641142,-0.0880006,-0.2402674,-0.1353007,-0.1469074,-0.2892817,-0.3469827,-0.1741633,-0.1452569,-0.0768355,-0.0559038,-0.1700836,-0.0694639,0.1210012,-0.1995721,-0.0848886,0.0500994,0.034288,NA
764,"THA","Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1530612,-0.1610697,-0.1924752,-0.2100084,-0.2986856,-0.2261983,-0.1044887,-0.1046024,-0.1847415,-0.0821647,-0.0131861,-0.0824339,-0.0360646,0.0611284,-0.0317515,-0.1127429,-0.0883606,-0.067191,-0.0027823,-0.0393575,-0.0350941,-0.0684487,-0.0187184,-0.0926542,-0.0723165,0.0680253,0.0622831,-0.0690825,-0.01879,0.0405428,-0.0302621,-0.0380138,0.0608749,0.0039478,-0.0037823,-0.0039025,-0.0392824,0.1354869,-0.09531,0.0802066,0.0801803,NA
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0009226,-0.0020664,-0.0020115,-0.0077168,-0.0030855,-0.0030022,-0.0058644,-0.0009947,-0.0046522,-0.0057175,-0.0078763,-0.0044684,-0.0106424,-0.0158,-0.021948,-0.0004417,-0.0024879,-0.0077206,-0.0069015,-0.019433,-0.015162,-0.0050091,0.0019424,-0.0077398,-0.0721265,-0.0251771,-0.0223522,-0.0211147,-0.0047126,-0.0009102,-0.0136859,0.0034707,-0.0097146,-0.01569,0.002448,-0.0008606,-0.0465898,-0.0593163,-0.0392551,-0.0239644,-0.0428549,NA
772,"TKL","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,"TUR","Turkey",NA,NA,NA,NA,NA,NA,-0.2594989,-0.1319806,-0.1223213,-0.2439164,-0.1311562,0.0056874,-0.2343329,-0.3540338,-0.183482,0.1150395,-0.0772523,-0.058784,-0.1796491,-0.0508346,-0.0596296,0.0373489,-0.1245753,-0.1245095,-0.1034651,-0.2331011,-0.2704793,-0.2589873,-0.4904534,-0.2094696,0.0147335,0.0896063,0.0441163,-0.0489344,0.1010215,0.1704462,0.2467028,0.2291155,0.2621628,0.076419,0.0393222,0.1423984,0.1895834,0.432405,0.2546674,0.2340224,0.0130832,0.2378526,0.3869469,0.2899694,0.308856,0.3357717,0.2657566,0.3204387,0.3968402,0.3467168,0.240086
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,-0.0064508,-0.0030662,-0.0222001,-0.0386366,-0.0138488,-0.022832,-0.0432139,-0.0344109,-0.0406559,-0.0400049,-0.0331844,-0.0550674,-0.0836974,-0.1799895,-0.1762837,-0.0647388,-0.1813827,-0.1176497,-0.0639777,-0.0414294000000001,0.0086569,-0.0652424,-0.0939106,-0.0985418,-0.0905893,-0.1194009,-0.0867757,-0.0222936,-0.0231515,0.0040982,-0.0216938,-0.0056773,-0.0015913,-0.0042433,-0.0007218,0.0003106,0.0082873,0.0087162,0.0066029,0.0035356,0.0037686,0.0039575,0.0033095,0.005655,0.0208271,-0.0653871,-0.1788407,-0.2398324,-0.1017526,-0.20575,-0.2020093
804,"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4551975,0.0100193,-0.0215202,-0.3798685,-0.1333429,0.1348456,0.0944596,-0.1175699,-0.1915137,-0.0283482,-0.1267683,-0.1019502,-0.1268981,0.0630099,0.0626404,-0.0323892,-0.0238905,0.0462268,0.0135711,NA
784,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,"GBR","United Kingdom",NA,0.4666921,0.6685498,0.7959641,0.6762511,0.5527534,0.707875,0.7031795,0.5103438,0.5002001,0.4941798,0.4934,0.4324244,0.3888068,0.3275408,0.2689936,0.3229755,0.2696931,0.4132111,0.324975,0.5174165,0.7388149,0.6722541,0.657217,0.8083214,0.6463892,0.7716221,0.8663853,1.081035,0.7946631,0.8574388,1.23001,1.221668,0.874059,0.5490399,0.7163811,0.8787228,0.6843075,0.6457691,0.581425,0.4913896,0.3545582,0.3795923,0.5217454,0.6098699,0.3893508,0.3506475,0.4225051,0.4361809,0.3984721,0.2727007,0.2468622,0.1650602,0.1134716,0.1324991,0.0851621,0.0605423
840,"USA","United States of America",0.0792283,0.1097888,0.1643892,0.161209,0.1242495,0.106413,0.1108922,0.1043527,0.1139635,0.1103287,0.0984711,0.0964167,0.1161735,0.1133313,0.1021121,0.0948118,0.0874709,0.0784536,0.0413499,0.041394,0.0453051,0.0471402,0.0680168,0.0748752,0.0721627,0.0797777,0.0997364,0.1290432,0.1527649,0.1151259,0.1636889,0.1872416,0.1782786,0.1604842,0.1655668,0.1386875,0.143267,0.1429952,0.1484132,0.1236726,0.0760016,0.0864894,0.0941038,0.112816,0.1409458,0.152023,0.1799328,0.1634118,0.1412576,0.1457191,0.1567324,0.0849459,0.0866974,0.0351365,0.0517787,0.0395491,0.0360746
850,"VIR","United States Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,"URY","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"VNM","Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1301005,-0.2740582,-0.056653,-0.0939209,-0.3560055,-0.2173477,-0.339733,-0.2312093,-0.1236056,-0.0447232,-0.0169988,-0.0460188,-0.0769577,0.2135398,0.152369,0.2442664,0.1118035,0.3228335,0.2280155,0.1057593,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
